objectid,mode,lineabbr,route,month_,year_,servicetype,stopname,stopabbrone,stopabbrtwo,avgboardings,avgalightings
20594,Light Rail,701,Blue Line,January,2024,SAT,Midvale Fort Union Station,TX153046,TX153047,439.535308200000031,432.669815700000015
20595,Light Rail,703,Red Line,January,2024,WKD,MRSC OPERATOR RELIEF,198570,198570,3.686655230000000,3.031087080000000
20596,Light Rail,704,Green Line,January,2024,SAT,Decker Lake Station,TX101742,TX101743,183.191867999999999,185.725425099999995
20597,Light Rail,701,Blue Line,January,2024,SAT,Central Pointe Station,TX125094,TX125096,606.133825499999944,555.418973599999958
20598,Light Rail,703,Red Line,January,2024,WKD,900 East Station,TX126101,TX126106,587.667480100000034,546.231469500000003
20599,Light Rail,704,Green Line,January,2024,SAT,600 South Station,TX102103,TX102104,244.746738499999992,222.117681099999999
20600,Light Rail,704,Green Line,January,2024,WKD,Jackson/Euclid Station,TX101993,TX101994,662.117578699999967,644.888595800000076
20601,Light Rail,703,Red Line,January,2024,SUN,Daybreak Parkway Station,TX101715,TX101734,242.832902899999993,238.619017700000001
20602,Light Rail,701,Blue Line,January,2024,SUN,Kimballs Lane Station,TX198095,TX198096,25.024242420000000,31.280158730000000
20603,Light Rail,703,Red Line,January,2024,SUN,Trolley Station,TX126081,TX126095,502.612922300000037,507.205870199999993
20604,Light Rail,703,Red Line,January,2024,WKD,Central Pointe Station,TX125094,TX125096,698.115022400000043,724.167040400000019
20605,Light Rail,703,Red Line,January,2024,SUN,Murray Central Station,TX153027,TX153034,216.418417500000004,194.037433300000004
20606,Light Rail,704,Green Line,January,2024,SUN,Temple Square Station,TX125078,TX125084,104.120234199999999,86.126501809999993
20607,Light Rail,703,Red Line,January,2024,WKD,600 South Station,TX102103,TX102104,308.711278900000025,301.652985000000001
20608,Light Rail,703,Red Line,January,2024,SAT,Murray Central Station,TX153027,TX153034,392.702938599999982,391.910015200000032
20609,Light Rail,704,Green Line,January,2024,WKD,1940 W. North Temple Station,TX101999,TX198003,627.746468800000002,622.483553500000085
20610,Light Rail,703,Red Line,January,2024,SAT,Millcreek Station,TX136033,TX136034,283.462164300000040,286.625154999999950
20611,Light Rail,704,Green Line,January,2024,SAT,Power Station,TX101997,TX101998,273.137274499999990,239.764251899999977
20612,Light Rail,701,Blue Line,January,2024,WKD,Midvale Center Station,TX153048,TX153049,376.914869900000042,394.061503300000027
20613,Light Rail,701,Blue Line,January,2024,WKD,Salt Lake Central Station,TX101394,TX101404,807.164225700000088,631.377017999999907
20614,Light Rail,703,Red Line,January,2024,SAT,University Medical Center,TX127252,TX127253,335.536228699999981,356.497890799999993
20615,Light Rail,703,Red Line,January,2024,SUN,West Jordan City Center Station,TX101726,TX101727,72.679148780000006,79.563100030000001
20616,Light Rail,701,Blue Line,January,2024,SAT,Gallivan Plaza Station,TX126071,TX126073,329.088551699999982,382.066434399999991
20617,Light Rail,701,Blue Line,January,2024,SAT,Millcreek Station,TX136033,TX136034,461.446658200000002,477.110077499999989
20618,Light Rail,701,Blue Line,January,2024,SUN,Fashion Place West Station,TX153041,TX153045,213.290403999999995,223.233621900000003
20619,Light Rail,703,Red Line,January,2024,SUN,Meadowbrook Station,TX136035,TX136036,151.557808199999982,123.118551199999999
20620,Light Rail,701,Blue Line,January,2024,SAT,Murray Central Station,TX153027,TX153034,501.277511899999979,534.394876000000068
20621,Light Rail,704,Green Line,January,2024,WKD,RIVER TRAIL STATION,TX101738,TX101739,180.662046700000019,188.796911599999987
20622,Light Rail,704,Green Line,January,2024,SUN,Fairpark Station,TX101995,TX101996,272.730919099999994,281.315088800000012
20623,Light Rail,704,Green Line,January,2024,SAT,City Center Station,TX128001,TX128002,792.181628100000012,822.144561500000009
20624,Light Rail,701,Blue Line,January,2024,SUN,Draper Town Center Station,TX198097,TX198098,201.087986999999998,206.843073599999997
20625,Light Rail,703,Red Line,January,2024,SUN,Ballpark Station,TX125092,TX125093,243.074925800000017,237.930471899999986
20626,Light Rail,704,Green Line,January,2024,SUN,Redwood Junction Station,TX101740,TX101741,117.730953600000007,148.293307599999991
20627,Light Rail,703,Red Line,January,2024,WKD,Bingham Junction Station,TX101730,TX101731,240.303190800000010,252.082085299999989
20628,Light Rail,704,Green Line,January,2024,WKD,Ballpark Station,TX125092,TX125093,570.615640499999927,524.827937000000020
20629,Light Rail,701,Blue Line,January,2024,WKD,Meadowbrook Station,TX136035,TX136036,450.968230500000004,423.763488199999983
20630,Light Rail,701,Blue Line,January,2024,SUN,Midvale Fort Union Station,TX153046,TX153047,259.386435799999958,237.243867199999983
20631,Light Rail,703,Red Line,January,2024,SUN,University South Campus Station,TX127236,TX127243,134.595116899999994,172.770312700000005
20632,Light Rail,701,Blue Line,January,2024,SAT,Crescent View Station,TX198093,TX198094,139.684540300000009,138.457847299999997
20633,Light Rail,701,Blue Line,January,2024,SAT,Planetarium Station,TX101395,TX101405,541.824742900000047,485.909630400000026
20634,Light Rail,703,Red Line,January,2024,WKD,Daybreak Parkway Station,TX101715,TX101734,885.117556899999954,913.645983099999967
20635,Light Rail,704,Green Line,January,2024,WKD,City Center Station,TX128001,TX128002,1017.537958000000003,1026.843476000000010
20636,Light Rail,701,Blue Line,January,2024,SUN,Sandy Expo Station,TX173129,TX173130,41.819336219999997,46.450721500000000
20637,Light Rail,701,Blue Line,January,2024,WKD,Millcreek Station,TX136033,TX136034,578.292785299999991,592.335672100000011
20638,Light Rail,704,Green Line,January,2024,SUN,Decker Lake Station,TX101742,TX101743,77.514422849999988,75.343641849999997
20639,Light Rail,701,Blue Line,February,2024,WKD,Meadowbrook Station,TX136035,TX136036,430.754446999999971,435.920393999999987
20640,Light Rail,703,Red Line,February,2024,WKD,University Medical Center,TX127252,TX127253,1224.389562999999953,1236.365503000000217
20641,Light Rail,701,Blue Line,February,2024,SUN,Murray Central Station,TX153027,TX153034,171.893254000000013,190.786507900000004
20642,Light Rail,703,Red Line,February,2024,WKD,2700 W. Sugar Factory Rd Station,TX101724,TX101725,199.524333000000013,186.661586699999987
20643,Light Rail,701,Blue Line,February,2024,WKD,City Center Station,TX128001,TX128002,847.936437000000069,914.608767199999988
20644,Light Rail,703,Red Line,February,2024,SAT,Library Station,TX126074,TX126076,583.212168899999938,591.297133499999973
20645,Light Rail,704,Green Line,February,2024,SUN,City Center Station,TX128001,TX128002,293.510392199999956,239.798564599999992
20646,Light Rail,703,Red Line,February,2024,SAT,900 East Station,TX126101,TX126106,359.544121300000029,301.794133200000033
20647,Light Rail,704,Green Line,February,2024,WKD,1940 W. North Temple Station,TX101999,TX198003,726.500548799999933,691.962273000000096
20648,Light Rail,703,Red Line,February,2024,SAT,South Jordan Parkway Station,TX101716,TX101717,49.977530289999997,48.599713109999996
20649,Light Rail,701,Blue Line,February,2024,SAT,Kimballs Lane Station,TX198095,TX198096,66.919493079999995,73.052308150000002
20650,Light Rail,704,Green Line,February,2024,SAT,900 South Station,TX136084,TX136085,273.755261399999995,237.273412500000006
20651,Light Rail,703,Red Line,February,2024,SUN,Jordan Valley Station,TX101722,TX101723,78.597105319999997,71.094288280000001
20652,Light Rail,704,Green Line,February,2024,WKD,Gallivan Plaza Station,TX126071,TX126073,650.854728099999988,607.996039399999972
20653,Light Rail,703,Red Line,February,2024,SUN,Fashion Place West Station,TX153041,TX153045,184.173443799999973,228.654347099999995
20654,Light Rail,703,Red Line,February,2024,SAT,MRSC OPERATOR RELIEF,198570,198570,1.600000000000000,0.000000000000000
20655,Light Rail,703,Red Line,February,2024,SUN,Millcreek Station,TX136033,TX136034,295.559770700000001,258.131161500000019
20656,Light Rail,704,Green Line,February,2024,WKD,RIVER TRAIL STATION,TX101738,TX101739,214.461388199999988,216.956632100000007
20657,Light Rail,703,Red Line,February,2024,SAT,West Jordan City Center Station,TX101726,TX101727,173.312761600000016,184.003462799999994
20658,Light Rail,703,Red Line,February,2024,SAT,University South Campus Station,TX127236,TX127243,303.106926999999985,369.889788100000033
20659,Light Rail,703,Red Line,February,2024,SAT,Bingham Junction Station,TX101730,TX101731,122.400323400000005,125.235177800000002
20660,Light Rail,703,Red Line,February,2024,SAT,Trolley Station,TX126081,TX126095,870.661139700000035,876.360744799999907
20661,Light Rail,701,Blue Line,February,2024,SUN,Gallivan Plaza Station,TX126071,TX126073,148.902380999999991,165.323412700000006
20662,Light Rail,701,Blue Line,February,2024,WKD,Courthouse Station,TX125085,TX125091,679.396255600000018,708.449196200000074
20663,Light Rail,704,Green Line,February,2024,SUN,Redwood Junction Station,TX101740,TX101741,187.198454799999979,176.127332199999984
20664,Light Rail,704,Green Line,February,2024,SAT,Redwood Junction Station,TX101740,TX101741,305.513906699999950,320.965843300000017
20665,Light Rail,703,Red Line,February,2024,SUN,900 East Station,TX126101,TX126106,227.653068300000001,197.096822300000014
20666,Light Rail,703,Red Line,February,2024,SUN,Daybreak Parkway Station,TX101715,TX101734,223.852875100000006,238.792678499999994
20667,Light Rail,701,Blue Line,February,2024,SUN,Meadowbrook Station,TX136035,TX136036,150.607142900000014,165.080952400000001
20668,Light Rail,701,Blue Line,February,2024,SAT,Murray North Station,TX136045,TX136048,276.563876499999992,257.793120600000009
20669,Light Rail,704,Green Line,February,2024,SAT,Central Pointe Station,TX125094,TX125096,681.093840600000021,777.884579300000041
20670,Light Rail,703,Red Line,February,2024,SAT,Fashion Place West Station,TX153041,TX153045,303.184622800000000,326.775803499999995
20671,Light Rail,701,Blue Line,February,2024,SUN,Salt Lake Central Station,TX101394,TX101404,260.829761899999994,226.425793700000014
20672,Light Rail,701,Blue Line,February,2024,WKD,Draper Town Center Station,TX198097,TX198098,440.706096600000023,404.117627199999959
20673,Light Rail,704,Green Line,February,2024,WKD,Jackson/Euclid Station,TX101993,TX101994,775.734962600000017,727.961097099999961
20674,Light Rail,703,Red Line,February,2024,WKD,West Jordan City Center Station,TX101726,TX101727,356.869901699999957,379.007615800000053
20675,Light Rail,704,Green Line,February,2024,SAT,North Temple Bridge/Guadalupe,TX101991,TX101992,578.086018899999999,652.907925700000078
20676,Light Rail,703,Red Line,February,2024,SAT,Fort Douglas Station,TX127247,TX127251,540.327641399999948,454.521161699999993
20677,Light Rail,703,Red Line,February,2024,SAT,Murray North Station,TX136045,TX136048,196.098475299999990,175.662724900000001
20678,Light Rail,703,Red Line,February,2024,SAT,Central Pointe Station,TX125094,TX125096,468.344390499999975,484.769488700000011
20679,Light Rail,701,Blue Line,February,2024,SUN,Sandy Civic Center Station,TX173026,TX173029,103.076190499999996,105.955158699999998
20680,Light Rail,701,Blue Line,February,2024,SUN,Historic Sandy Station,TX173021,TX173022,157.514682499999992,149.780158700000015
20681,Light Rail,703,Red Line,February,2024,SUN,900 South Station,TX136084,TX136085,201.001903499999997,182.759506899999991
20682,Light Rail,701,Blue Line,February,2024,WKD,Old Greektown Station,TX101396,TX101406,371.198778099999970,334.157845899999984
20683,Light Rail,701,Blue Line,February,2024,WKD,Sandy Civic Center Station,TX173026,TX173029,308.497013200000026,285.312678099999971
20684,Light Rail,701,Blue Line,February,2024,SAT,Fashion Place West Station,TX153041,TX153045,426.612678299999970,450.157015299999955
20685,Light Rail,701,Blue Line,February,2024,SAT,Arena Station,TX125067,TX125069,383.052210600000024,435.558865400000002
20686,Light Rail,703,Red Line,February,2024,SUN,University Medical Center,TX127252,TX127253,255.619679800000000,267.833331100000009
20687,Light Rail,701,Blue Line,February,2024,SAT,Temple Square Station,TX125078,TX125084,254.968077999999991,311.786015500000019
20688,Light Rail,703,Red Line,February,2024,SUN,Stadium Station,TX126109,TX126115,214.225475200000005,196.153253100000001
20689,Light Rail,704,Green Line,February,2024,SUN,Courthouse Station,TX125085,TX125091,314.744874100000004,377.650156600000003
20690,Light Rail,701,Blue Line,February,2024,SUN,Temple Square Station,TX125078,TX125084,78.949603170000003,96.213095239999987
20691,Light Rail,704,Green Line,February,2024,SAT,Gallivan Plaza Station,TX126071,TX126073,408.673173699999950,380.871041300000002
20692,Light Rail,703,Red Line,February,2024,WKD,Murray North Station,TX136045,TX136048,324.671933799999977,319.373122200000012
20693,Light Rail,704,Green Line,February,2024,SAT,1940 W. North Temple Station,TX101999,TX198003,488.945517699999982,483.886117300000024
20694,Light Rail,703,Red Line,February,2024,WKD,MRSC OPERATOR RELIEF,198570,198570,6.502062290000000,8.774708660000000
20695,Light Rail,703,Red Line,February,2024,WKD,Trolley Station,TX126081,TX126095,1237.821935999999823,1301.849068999999872
20696,Light Rail,703,Red Line,February,2024,SAT,Meadowbrook Station,TX136035,TX136036,182.215304100000026,187.267257400000005
20697,Light Rail,703,Red Line,February,2024,SUN,Trolley Station,TX126081,TX126095,574.854682400000002,538.545374799999991
20698,Light Rail,703,Red Line,February,2024,SUN,South Jordan Parkway Station,TX101716,TX101717,16.147692060000001,19.331762100000002
20699,Light Rail,701,Blue Line,February,2024,SAT,Planetarium Station,TX101395,TX101405,517.782052800000088,473.779453100000012
20700,Light Rail,701,Blue Line,February,2024,SUN,Arena Station,TX125067,TX125069,246.763095200000009,389.223809499999959
20701,Light Rail,703,Red Line,February,2024,SAT,900 South Station,TX136084,TX136085,241.508064200000007,235.842607500000014
20702,Light Rail,701,Blue Line,February,2024,SUN,Millcreek Station,TX136033,TX136034,209.306349200000000,261.082936500000017
20703,Light Rail,703,Red Line,February,2024,WKD,Historic Gardner Station,TX101728,TX101729,133.924146800000017,128.698212400000017
20704,Light Rail,703,Red Line,February,2024,WKD,Ballpark Station,TX125092,TX125093,530.045908399999917,520.523852099999999
20705,Light Rail,701,Blue Line,February,2024,WKD,Millcreek Station,TX136033,TX136034,560.040085499999918,570.347214800000074
20706,Light Rail,704,Green Line,February,2024,WKD,Power Station,TX101997,TX101998,377.361076900000000,359.977027599999985
20707,Light Rail,701,Blue Line,February,2024,SAT,City Center Station,TX128001,TX128002,738.281081900000004,739.731530399999997
20708,Light Rail,704,Green Line,February,2024,SAT,JORDAN RIVER SERVICE CENTER RELIEF,JRSCRLF,JRSCRLF,2.077192980000000,2.077192980000000
20709,Light Rail,703,Red Line,February,2024,SAT,2700 W. Sugar Factory Rd Station,TX101724,TX101725,63.239688370000003,62.469111069999997
20710,Light Rail,704,Green Line,February,2024,SAT,Power Station,TX101997,TX101998,293.200505099999987,257.445159500000045
20711,Light Rail,703,Red Line,February,2024,WKD,Stadium Station,TX126109,TX126115,1796.600113000000192,1386.745656999999937
20712,Light Rail,701,Blue Line,February,2024,WKD,Planetarium Station,TX101395,TX101405,433.512256500000035,411.678762800000015
20713,Light Rail,701,Blue Line,February,2024,SUN,City Center Station,TX128001,TX128002,180.709126999999995,222.148412700000023
20714,Light Rail,704,Green Line,February,2024,WKD,Arena Station,TX125067,TX125069,812.615216099999998,912.112121500000057
20715,Light Rail,703,Red Line,February,2024,WKD,4800 W. Old Bingham Hwy Station,TX101720,TX101721,295.840491999999983,314.387467600000036
20716,Light Rail,701,Blue Line,February,2024,SUN,Planetarium Station,TX101395,TX101405,184.255952399999984,185.857142900000014
20717,Light Rail,701,Blue Line,February,2024,SAT,900 South Station,TX136084,TX136085,249.647386600000004,265.380308399999990
20718,Light Rail,701,Blue Line,February,2024,WKD,Arena Station,TX125067,TX125069,583.407936400000040,631.300389200000041
20719,Light Rail,701,Blue Line,February,2024,WKD,900 South Station,TX136084,TX136085,286.927866100000017,304.900257599999975
20720,Light Rail,701,Blue Line,February,2024,WKD,Crescent View Station,TX198093,TX198094,244.027378699999986,242.762620599999991
20721,Light Rail,704,Green Line,February,2024,SAT,Courthouse Station,TX125085,TX125091,695.013172300000065,688.920133899999996
20722,Light Rail,704,Green Line,February,2024,WKD,West Valley Central Station,TX101744,TX101745,1077.297276999999895,1102.253593000000137
20723,Light Rail,703,Red Line,February,2024,SAT,Ballpark Station,TX125092,TX125093,341.149214799999982,332.957280299999979
20724,Light Rail,704,Green Line,February,2024,SAT,Temple Square Station,TX125078,TX125084,322.948379000000045,334.460460299999966
20725,Light Rail,701,Blue Line,February,2024,WKD,Kimballs Lane Station,TX198095,TX198096,126.191232700000000,123.479418800000005
20726,Light Rail,701,Blue Line,February,2024,SAT,Meadowbrook Station,TX136035,TX136036,297.371342599999991,263.817219399999999
20727,Light Rail,704,Green Line,February,2024,SAT,Arena Station,TX125067,TX125069,571.137795099999948,628.589535600000090
20728,Light Rail,703,Red Line,February,2024,SUN,Library Station,TX126074,TX126076,400.013667399999974,330.022103300000026
20729,Light Rail,701,Blue Line,February,2024,SUN,Fashion Place West Station,TX153041,TX153045,221.753968299999997,220.411111099999999
20730,Light Rail,703,Red Line,February,2024,SAT,Courthouse Station,TX125085,TX125091,898.952552299999979,1059.153931999999941
20731,Light Rail,701,Blue Line,February,2024,SUN,Murray North Station,TX136045,TX136048,124.987698399999999,131.871825400000006
20732,Light Rail,701,Blue Line,February,2024,SAT,Ballpark Station,TX125092,TX125093,395.319688799999994,385.332130000000006
20733,Light Rail,701,Blue Line,February,2024,WKD,Ballpark Station,TX125092,TX125093,447.935184199999981,485.278668199999970
20734,Light Rail,703,Red Line,February,2024,SAT,University Medical Center,TX127252,TX127253,385.901759099999992,386.727093199999956
20735,Light Rail,703,Red Line,February,2024,WKD,Daybreak Parkway Station,TX101715,TX101734,969.109296299999983,991.845640499999945
20736,Light Rail,704,Green Line,February,2024,WKD,Redwood Junction Station,TX101740,TX101741,450.162718799999993,455.334938500000021
20737,Light Rail,701,Blue Line,February,2024,WKD,Midvale Center Station,TX153048,TX153049,366.437485900000013,373.266168300000004
20738,Light Rail,704,Green Line,February,2024,WKD,Ballpark Station,TX125092,TX125093,677.345317899999941,624.559924700000010
20739,Light Rail,701,Blue Line,February,2024,SUN,Midvale Center Station,TX153048,TX153049,127.978174600000003,128.865872999999993
20740,Light Rail,704,Green Line,February,2024,SUN,Power Station,TX101997,TX101998,183.572283499999998,161.517640599999993
20741,Light Rail,704,Green Line,February,2024,WKD,Fairpark Station,TX101995,TX101996,614.404477600000064,671.087307300000020
20742,Light Rail,703,Red Line,February,2024,WKD,Meadowbrook Station,TX136035,TX136036,476.945892900000047,437.021094400000038
20743,Light Rail,701,Blue Line,February,2024,SUN,Kimballs Lane Station,TX198095,TX198096,30.836507940000001,48.382142860000002
20744,Light Rail,704,Green Line,February,2024,SAT,RIVER TRAIL STATION,TX101738,TX101739,110.939855300000005,129.513786199999998
20745,Light Rail,703,Red Line,February,2024,SAT,Jordan Valley Station,TX101722,TX101723,110.304527900000011,109.226943700000007
20746,Light Rail,704,Green Line,February,2024,WKD,Decker Lake Station,TX101742,TX101743,243.601536299999992,254.344700699999976
20747,Light Rail,703,Red Line,February,2024,WKD,600 South Station,TX102103,TX102104,350.655953999999952,357.953000399999951
20748,Light Rail,703,Red Line,February,2024,SUN,Courthouse Station,TX125085,TX125091,494.165040099999999,560.015984399999979
20749,Light Rail,701,Blue Line,February,2024,SAT,Crescent View Station,TX198093,TX198094,116.595824100000002,121.264417199999997
20750,Light Rail,704,Green Line,February,2024,WKD,North Temple Bridge/Guadalupe,TX101991,TX101992,1017.607611000000020,1020.741669000000002
20751,Light Rail,701,Blue Line,February,2024,SUN,Draper Town Center Station,TX198097,TX198098,225.129761900000005,209.608730199999997
20752,Light Rail,703,Red Line,February,2024,WKD,Courthouse Station,TX125085,TX125091,1300.013827999999876,1451.872523999999885
20753,Light Rail,703,Red Line,February,2024,WKD,Murray Central Station,TX153027,TX153034,1117.886318999999958,1067.661497000000054
20754,Light Rail,701,Blue Line,February,2024,WKD,Murray North Station,TX136045,TX136048,335.881482500000004,334.446829700000023
20755,Light Rail,701,Blue Line,February,2024,WKD,Fashion Place West Station,TX153041,TX153045,535.378525100000047,606.033822299999997
20756,Light Rail,701,Blue Line,February,2024,SUN,900 South Station,TX136084,TX136085,166.403571400000004,152.138888900000012
20757,Light Rail,703,Red Line,February,2024,SAT,5600 W. Old Bingham Hwy Station,TX101718,TX101719,45.122930390000001,44.691550880000001
20758,Light Rail,703,Red Line,February,2024,WKD,University South Campus Station,TX127236,TX127243,982.280347099999972,1240.989282000000003
20759,Light Rail,701,Blue Line,February,2024,SAT,Millcreek Station,TX136033,TX136034,442.177900000000022,469.188965800000005
20760,Light Rail,704,Green Line,February,2024,SUN,Airport Station,TX198004,TX198005,613.112932000000001,536.542048000000023
20761,Light Rail,701,Blue Line,February,2024,SUN,Sandy Expo Station,TX173129,TX173130,57.190476189999998,53.564285710000000
20762,Light Rail,704,Green Line,February,2024,SAT,Ballpark Station,TX125092,TX125093,528.478907800000002,499.147776799999974
20763,Light Rail,701,Blue Line,February,2024,SAT,Midvale Fort Union Station,TX153046,TX153047,436.733474000000001,421.931565500000033
20764,Light Rail,703,Red Line,February,2024,WKD,5600 W. Old Bingham Hwy Station,TX101718,TX101719,113.914418699999999,115.280978900000008
20765,Light Rail,703,Red Line,February,2024,SAT,Millcreek Station,TX136033,TX136034,298.706680599999970,310.674197400000025
20766,Light Rail,701,Blue Line,February,2024,WKD,Salt Lake Central Station,TX101394,TX101404,768.404217299999914,583.992578199999912
20767,Light Rail,704,Green Line,February,2024,WKD,JORDAN RIVER SERVICE CENTER RELIEF,JRSCRLF,JRSCRLF,4.681133669999999,4.019543150000000
20768,Light Rail,701,Blue Line,February,2024,SUN,Courthouse Station,TX125085,TX125091,318.645238099999972,295.544841300000030
20769,Light Rail,704,Green Line,February,2024,SAT,Airport Station,TX198004,TX198005,806.468627500000025,668.724651600000016
20770,Light Rail,703,Red Line,February,2024,SUN,Historic Gardner Station,TX101728,TX101729,39.535869470000002,36.544140380000002
20771,Light Rail,701,Blue Line,February,2024,SAT,Salt Lake Central Station,TX101394,TX101404,553.359211299999970,509.945221100000026
20772,Light Rail,701,Blue Line,February,2024,WKD,Temple Square Station,TX125078,TX125084,246.704257099999978,245.144379399999991
20773,Light Rail,704,Green Line,February,2024,SUN,600 South Station,TX102103,TX102104,134.679895600000009,159.702871700000003
20774,Light Rail,704,Green Line,February,2024,SAT,600 South Station,TX102103,TX102104,284.785176600000000,259.897140700000023
20775,Light Rail,704,Green Line,February,2024,SAT,West Valley Central Station,TX101744,TX101745,879.314559699999904,918.096014400000058
20776,Light Rail,701,Blue Line,February,2024,SAT,Central Pointe Station,TX125094,TX125096,570.031595600000060,520.978060599999935
20777,Light Rail,704,Green Line,February,2024,SUN,Decker Lake Station,TX101742,TX101743,105.917436400000000,94.209597690000010
20778,Light Rail,703,Red Line,February,2024,SAT,4800 W. Old Bingham Hwy Station,TX101720,TX101721,118.334002499999997,117.480031600000004
20779,Light Rail,704,Green Line,February,2024,SAT,City Center Station,TX128001,TX128002,844.237652400000002,820.500039099999981
20780,Light Rail,704,Green Line,February,2024,WKD,900 South Station,TX136084,TX136085,343.482564900000000,338.037823899999978
20781,Light Rail,701,Blue Line,February,2024,SAT,Old Greektown Station,TX101396,TX101406,275.479860599999995,223.800158499999981
20782,Light Rail,701,Blue Line,February,2024,SAT,Draper Town Center Station,TX198097,TX198098,337.732226599999990,286.064922200000012
20783,Light Rail,701,Blue Line,February,2024,SAT,Sandy Expo Station,TX173129,TX173130,94.195227459999998,89.276287890000006
20784,Light Rail,703,Red Line,February,2024,SAT,Stadium Station,TX126109,TX126115,528.983114699999987,463.571281099999965
20785,Light Rail,703,Red Line,February,2024,SUN,Bingham Junction Station,TX101730,TX101731,77.474870400000000,69.366422569999997
20786,Light Rail,704,Green Line,February,2024,WKD,Temple Square Station,TX125078,TX125084,325.880349199999955,363.772842300000036
20787,Light Rail,701,Blue Line,February,2024,SUN,Crescent View Station,TX198093,TX198094,63.702777779999998,67.435714289999993
20788,Light Rail,701,Blue Line,February,2024,SAT,Murray Central Station,TX153027,TX153034,498.484294199999965,518.375558200000000
20789,Light Rail,701,Blue Line,February,2024,WKD,Central Pointe Station,TX125094,TX125096,780.403630499999963,685.874006099999974
20790,Light Rail,703,Red Line,February,2024,WKD,Central Pointe Station,TX125094,TX125096,727.379936199999975,785.715214599999968
20791,Light Rail,701,Blue Line,February,2024,SAT,Midvale Center Station,TX153048,TX153049,217.191166199999998,237.606604199999992
20792,Light Rail,703,Red Line,February,2024,WKD,900 East Station,TX126101,TX126106,654.392642200000068,622.305388999999991
20793,Light Rail,701,Blue Line,February,2024,SAT,Courthouse Station,TX125085,TX125091,602.314120800000069,572.829535500000020
20794,Light Rail,701,Blue Line,February,2024,WKD,Historic Sandy Station,TX173021,TX173022,402.591352700000016,424.956792400000040
20795,Light Rail,703,Red Line,February,2024,SUN,Central Pointe Station,TX125094,TX125096,293.140219899999977,376.924659799999972
20796,Light Rail,703,Red Line,February,2024,SUN,Murray Central Station,TX153027,TX153034,252.635361100000011,221.470930100000004
20797,Light Rail,704,Green Line,February,2024,SUN,Gallivan Plaza Station,TX126071,TX126073,207.836420500000003,181.955092400000012
20798,Light Rail,704,Green Line,February,2024,SUN,West Valley Central Station,TX101744,TX101745,429.788374199999964,427.053553799999975
20799,Light Rail,703,Red Line,February,2024,WKD,Millcreek Station,TX136033,TX136034,495.519191100000000,517.331572599999959
20800,Light Rail,703,Red Line,February,2024,SUN,5600 W. Old Bingham Hwy Station,TX101718,TX101719,27.150597030000000,20.058608059999997
20801,Light Rail,701,Blue Line,February,2024,SAT,Sandy Civic Center Station,TX173026,TX173029,184.434023800000006,183.243704499999978
20802,Light Rail,701,Blue Line,February,2024,WKD,Murray Central Station,TX153027,TX153034,690.018045000000029,749.424770700000067
20803,Light Rail,703,Red Line,February,2024,WKD,Jordan Valley Station,TX101722,TX101723,309.099382000000048,297.634329199999968
20804,Light Rail,703,Red Line,February,2024,SAT,Historic Gardner Station,TX101728,TX101729,59.452759540000002,60.351863760000001
20805,Light Rail,704,Green Line,February,2024,SUN,Ballpark Station,TX125092,TX125093,308.849496400000021,367.967946100000006
20806,Light Rail,703,Red Line,February,2024,SAT,600 South Station,TX102103,TX102104,271.914138700000024,227.840513299999998
20807,Light Rail,703,Red Line,February,2024,SUN,600 South Station,TX102103,TX102104,162.008698900000013,162.539618600000011
20808,Light Rail,701,Blue Line,February,2024,SUN,600 South Station,TX102103,TX102104,125.605952400000007,101.951984099999990
20809,Light Rail,704,Green Line,February,2024,SUN,Fairpark Station,TX101995,TX101996,322.029614799999990,364.039744100000007
20810,Light Rail,704,Green Line,February,2024,WKD,Courthouse Station,TX125085,TX125091,1037.569158000000016,965.189790200000061
20811,Light Rail,704,Green Line,February,2024,SUN,Temple Square Station,TX125078,TX125084,163.942863100000011,129.916393300000010
20812,Light Rail,701,Blue Line,February,2024,WKD,Gallivan Plaza Station,TX126071,TX126073,525.532498400000009,543.696322299999906
20813,Light Rail,704,Green Line,February,2024,SUN,900 South Station,TX136084,TX136085,137.704929100000015,160.641750999999999
20814,Light Rail,703,Red Line,February,2024,SAT,Daybreak Parkway Station,TX101715,TX101734,474.097593600000039,465.810322399999961
20815,Light Rail,701,Blue Line,February,2024,WKD,600 South Station,TX102103,TX102104,263.916153099999974,296.897106900000040
20816,Light Rail,704,Green Line,February,2024,SAT,Jackson/Euclid Station,TX101993,TX101994,650.598006599999962,603.482336300000043
20817,Light Rail,701,Blue Line,February,2024,SAT,Gallivan Plaza Station,TX126071,TX126073,311.819305100000008,359.063355100000024
20818,Light Rail,701,Blue Line,February,2024,SUN,Old Greektown Station,TX101396,TX101406,136.825793700000020,107.313095200000006
20819,Light Rail,701,Blue Line,February,2024,SAT,600 South Station,TX102103,TX102104,203.208418800000004,318.768522700000005
20820,Light Rail,701,Blue Line,February,2024,SUN,Central Pointe Station,TX125094,TX125096,369.304365099999984,248.176984099999999
20821,Light Rail,703,Red Line,February,2024,SUN,4800 W. Old Bingham Hwy Station,TX101720,TX101721,58.661172269999994,58.300973649999996
20822,Light Rail,704,Green Line,February,2024,SUN,1940 W. North Temple Station,TX101999,TX198003,278.553877700000044,296.745615400000020
