Stop,Ridership,Downtown
Highland Dr @ 2694 S,2,0
Redwood Rd @ 8205 S,2,0
5400 S / 4220 W,26,0
SLCC-Jordan Campus,22,0
400 S / 765 W,0,0
3200 W @ 4325 S,0,0
4000 W @ 4359 S,7,0
2100 E / Wilson Ave,14,0
Foothill Dr @ 1925 S,5,0
3900 S @ 547 W,11,0
State St @ 9438 S,1,0
Redwood Rd @ 3871 S ,9,0
2700 W @ 5821 S,0,0
Cougar Ln @ 6307 S,1,0
4100 S @ 4174 W,4,0
Redwood Rd. @ 4805 S,22,0
4015 W @ 5338 S,4,0
Campus View Dr @ 7633 S,16,0
State St @ 5311 S,1,0
State St @ 8631 S,2,0
1000 E @ 7665 S,0,0
2200 W @ 485 N,0,0
State St @ 9481 S,0,0
Starcrest Dr @ 598 N,1,0
Magna Senior Center,0,0
State St @ 510 S,61,0
Foothill Dr @ 1707 S,13,0
7000 S @ 5138 W,0,0
4800 W @ 4667 S,6,0
900 E / Holly Ave,0,0
California Ave @ 2330 W,0,0
River Front Pky @ 11309 ,0,0
11th Ave / L St,5,0
Richmond St @ 3017 S,6,0
200 S / 200 E,121,1
State St @ 7009 S,6,0
Copper City Dr / Lodestone Ave,0,0
3900 S @ 718 E,7,0
900 W @ 3340 S,18,0
3300 S @ 1 W,22,0
Sams Blvd @ 4215 W,0,0
State St @ 8848 S,2,0
3900 S @ 3290 E,0,0
800 S / 200 E,76,0
500 N @ 885 W,0,0
1100 E @ 1229 S,8,0
5400 S / 5425 W,11,0
4700 S @ 5585 W,7,0
1700 S @ 691 E,1,0
1300 E @ 3500 S,0,0
4500 S @ 2685 E,3,0
900 E / Best Ave,3,0
3600 W @ 12750 S,0,0
Fort Union Blvd @ 26 W,3,0
1300 E @ 7995 S,0,0
2700 W @ 5737 S,1,0
2700 E @ 7559 S,2,0
Bengal Blvd @ 3274 E,0,0
Jordan Gateway @ 10575 S,0,0
7000 S @ 4967 W,1,0
3200 W @ 6166 S,0,0
2200 W @ 141 N,0,0
Highland Dr / 9400 S P+R,322,0
9040 W / 2650 S,0,0
4000 W @ 3720 S,0,0
4500 S @ 2706 E,1,0
500 W @ 4558 S,18,0
900 W / 1750 S,2,0
1300 E @ 4240 S,0,0
Holladay Blvd @ 4730 S,0,0
1700 S / Swaner Rd,1,0
3200 W @ 6505 S,0,0
Winchester St @ 1014 W,0,0
Dixie Dr @ 6394 S,1,0
Meadowbrook Expwy @ 1035 W,4,0
6200 S @ 2010 E,0,0
Navajo St / Glendale Dr,22,0
Center St @ 287 W,0,0
Fort Union Blvd @ 2691 E,5,0
2200 W @ 4130 S,10,0
3600 W @ 13373 S,0,0
Murray Holladay Rd @ 1635 E,6,0
3300 S @ 889 W,42,0
9000 S @ 632 E,1,0
State St @ 3530 S,3,0
Redwood Rd @ 4450 S,65,0
1730 S @ 4815 W,1,0
Constitution Blvd @ 2938 S,0,0
Salt Lake Central Station,921,1
400 S / 700 E,8,0
Wasatch St @ 78 W,1,0
South Salt Lake City Station,32,0
3300 S @ 298 E,32,0
4000 W @ 8257 S,1,0
3200 W @ 8400 S,0,0
Big Cottonwood Canyon P+R (Up),154,0
State St @ 3635 S,53,0
1300 E @ 1418 S,1,0
Wiley Post Way @ 5070 W,4,0
3500 S @ 2223 W,8,0
Guardsman Way / 500 S,15,0
4500 S @ 501 E,8,0
900 W / 700 N,23,0
Cliff Lodge (Down),62,0
Wiley Post Way @ 5184 W,1,0
Foothill Dr @ 2330 S,2,0
6200 S @ 2315 W,1,0
1300 E @ 6105 S,5,0
State St @ 4035 S,11,0
4800 W @ 4114 S,0,0
13th Ave / H St,3,0
1100 E @ 1157 S,8,0
700 E @ 2685 S,2,0
500 E / 4050 S,9,0
900 W / 600 N,6,0
Highland Dr @ 4280 S,0,0
4800 W @ 4688 S,3,0
Virginia St / South Temple,5,0
4000 W @ 3621 S,0,0
3300 S @ 1101 E,15,0
500 S @ 90 W,0,1
Fort Union Blvd @ 220 E,0,0
Constitution Blvd @ 2915 S,0,0
Foothill Dr / Mario Capecchi,16,0
Constitution Blvd @ 3830 S,0,0
Foothill Dr @ 2015 S,2,0
South Temple / 200 E / A St,1,1
400 S @ 998 W,1,0
400 S @ 1168 W,0,0
Fort Union Blvd @ 1605 E,5,0
1500 E @ 1568 S,0,0
State St @ 820 S,47,0
1100 E @ 1450 S,3,0
3100 S @ 3486 W,0,0
Van Winkle Expy @ 5554 S,0,0
3300 S @ 3128 E,0,0
3rd Ave / Canyon Rd,1,0
900 E / 5400 S,15,0
3900 S @ 661 W,55,0
Ft Union Blvd @ 3474 E,2,0
6200 S @ 4215 W,2,0
3200 W @ 5343 S,1,0
2300 E @ 4080 S,0,0
7800 S @ 170 E,1,0
1500 E @ 1505 S,8,0
11th Ave / K St,1,0
1820 S / Bangerter Hwy,17,0
9000 S @ 5156 W,0,0
Plaza Center Dr @ 7053 S,8,0
State St @ 9345 S,1,0
3500 S / 3600 W (Curbside WB),72,0
2200 W @ 635 N,0,0
Blackjack Lodge (Down),1,0
South Temple / 600 E / H St,7,0
Cottonwood St / Woodrow St,376,0
Winchester St / 640 E,14,0
3300 S @ 1218 E,2,0
Redwood Rd @ 8001 S,14,0
Highland Dr @ 8887 S,12,0
Northstar Dr / Cornell St,8,0
Fort Union Blvd @ 1135 E,7,0
4800 W @ 3848 S,0,0
4100 S @ 4980 W,0,0
Redwood Rd @ 3171 S,16,0
Redwood Rd @ 3860 S,14,0
North Temple St @ 1400 W,0,0
4100 S @ 5206 W,0,0
1100 E @ 1526 S,3,0
1300 E @ 3179 S,10,0
U Union Building,425,0
4700 S @ 3460 W,1,0
2300 E @ 4433 S,3,0
Jimmy Doolittle Rd @ 346 N,4,0
3200 W @ 5668 S,0,0
6200 S @ 4226 W,0,0
4500 S @ 2926 E,1,0
4700 S @ 3400 W,0,0
2nd Ave / C St,7,0
6th Ave / L St,13,0
4500 S @ 816 E,1,0
Highland Dr @ 3020 S,3,0
3000 E @ 6518 S,1,0
3500 S @ 2040 W,18,0
1300 E @ 6808 S,1,0
900 E / Gregson Ave,9,0
3300 S @ 1001 E,6,0
900 E / White Maple Way,5,0
3500 S / 5450 W,51,0
700 E @ 3229 S,3,0
1700 E @ 2126 S,4,0
4715 S @ 4295 W,3,0
900 E / Hollywood Ave,19,0
4800 W @ 4115 S,0,0
400 N @ 1847 W,3,0
Fort Union Blvd @ 1212 E,0,0
N St / 2nd Ave,1,0
3900 S @ 2944 E,0,0
Highland Dr @ 6827 S,21,0
800 W @ 401 N,2,0
Wasatch Blvd / 3500 E P+R (Up),46,0
State St @ 7337 S,3,0
1100 E @ 1148 S,2,0
2700 W @ 5730 S,0,0
Redwood Rd @ 4433 S,38,0
5400 S / Bangerter Hwy,0,0
1900 E @ 1632 S,0,0
1300 E @ 3435 S,1,0
500 E / Garden Ave,13,0
3600 W / 2340 S,3,0
600 W @ 141 N,2,0
State St @ 1601 S,59,0
Wasatch Blvd @ 3491 S,4,0
Pioneer Rd @ 1450 S,0,0
State St @ 8110 S,0,0
900 W @ 1298 S,2,0
4015 W @ 5781 S,3,0
1300 E @ 3946 S,12,0
900 E / Searle Ave,4,0
4000 W @ 8480 S,1,0
300 W / 900 S,1,0
4100 S @ 4238 W,0,0
Redwood Rd @ 7121 S,5,0
3200 W @ 4780 S,0,0
Wiley Post Way @ 5067 W,0,0
State St @ 1428 S,55,0
Highland Dr @ 2790 S,0,0
1300 E @ 1356 S,2,0
300 N @ 1010 W,0,0
900 E / 5290 S,1,0
Bruin Blvd @ 1904 W,12,0
4700 S @ 5170 W,0,0
1100 E @ 1761 S,3,0
600 W @ 150 N,4,0
Jordan Gateway @ 10427 S,0,0
1300 E @ 5460 S,0,0
4500 S @ 1004 E,1,0
7000 S @ 4846 W,1,0
500 E / 800 S,28,0
4800 W @ 4506 S,0,0
Van Winkle Expy @ 1304 E,0,0
Dixie Dr @ 6687 S,0,0
Jimmy Doolittle Rd @ 565 N,0,0
4700 S @ 4622 W,1,0
Navajo St / Arapahoe Ave,19,0
900 W / 900 N,5,0
Salt Lake Central Station (Arrival),0,1
3000 E @ 6797 S,0,0
4700 S @ 3845 W,4,0
4500 S @ 2925 E,4,0
2300 E @ 4626 S,8,0
1300 E @ 4084 S,0,0
Highland Dr @ 2308 S,3,0
3600 W @ 13273 S,0,0
Redwood Rd @ 9843 S,5,0
Redwood Rd @ 10173 S,5,0
11th Ave / I St,8,0
4700 S @ 4980 W,2,0
5400 S / Warrior Way,32,0
Redwood Rd @ 4065 S,72,0
3500 S / Wing Pointe Dr,2,0
Highland Dr @ 6271 S,9,0
3300 S @ 1848 E,0,0
Bengal Blvd @ 3281 E,0,0
Redwood Rd @ 4070 S,6,0
300 W / Paxton Ave,3,0
Cougar Ln @ 6314 S,0,0
Redwood Rd @ 3140 S,18,0
12600 S @ 2487 W,0,0
9000 S @ 5167 W,0,0
1700 S @ 614 E,5,0
3900 S @ 2484 E,0,0
Fort Union Blvd @ 2344 E,15,0
Fort Union Blvd @ 395 E,0,0
Redwood Rd @ 9089 S,9,0
Foothill Dr @ 1090 S,1,0
Redwood Rd / 1900 S,1,0
1700 E @ 2498 S,1,0
2300 E @ 6300 S,0,0
Redwood Rd @ 7769 S,27,0
Highland Dr @ 3706 S,6,0
3200 W @ 7488 S,0,0
1700 E @ 2689 S,0,0
400 S / 600 E for Trolley Stn,0,0
3200 W @ 8175 S,2,0
1300 S / 400 W,7,0
Redwood Rd @ 4210 S,17,0
Lake Park Blvd @ 4781 W,0,0
4700 S @ 3757 W,0,0
2200 W @ 176 N,0,0
1700 E @ 1958 S,0,0
6200 S @ 3534 W,0,0
1700 S @ 722 E,8,0
3500 S @ 3149 W,11,0
State St @ 9673,3,0
Redwood Rd @ 1130 S,5,0
500 E / 1700 S,33,0
Northwest Ave @ 5384 S,1,0
200 S / Main St,484,1
3rd Ave / R St,7,0
3900 S @ 2722 E,1,0
2700 W @ 7022 S,0,0
Cougar Ln @ 6425 S,1,0
3200 W @ 4850 S,0,0
2700 W @ 6400 S,0,0
700 E @ 2098 S,0,0
2300 E @ 4402 S,0,0
700 W @ 3600 S,6,0
500 E / 4200 S,5,0
Cheyenne St / 500 S,2,0
N St / 5th Ave,0,0
3200 W @ 3518 S,1,0
6200 S @ 3366 W,0,0
Redwood Rd @ 5595 S,112,0
Redwood Rd @ 7636 S,3,0
3300 S @ 1385 E,35,0
Highland Dr @ 2150 S,11,0
900 W / 800 S,19,0
3300 S @ 2605 E,7,0
U Museum of Fine Arts,123,0
State St @ 2354 S,3,0
3500 S / 7200 W,101,0
3rd Ave / N St,10,0
900 E / Elgin Ave,1,0
200 S / Rio Grande St,22,1
5215 S @ 4418 W,4,0
1950 W @ 150 N,7,0
Highland Dr @ 3534 S,2,0
Virginia St / 2nd Ave,0,0
Highland Dr @ 5002 S,0,0
Redwood Rd @ 2344 S,16,0
4800 W @ 3611 S,0,0
Fort Union Blvd @ 272 E,3,0
3200 W / North Frontage Rd,11,0
900 S / 1100 E,14,0
1300 W @ 6286 S,0,0
1300 E @ 480 S,4,0
2100 S / West Temple,12,0
Redwood Rd @ 1695 S,36,0
State St @ 3434 S,8,0
4420 W @ 5136 S,0,0
Midvale Fort Union Station,386,0
Foothill Dr @ 1527 S,4,0
Highland Dr @ 4285 S,5,0
State St @ 6801 S,7,0
B St / 3rd Ave,14,0
State St @ 2968 S,20,0
900 W / Colmar Ave,1,0
7800 S @ 567 E,4,0
Holladay Blvd @ 4814 S,0,0
Arapeen Dr / Chipeta Way,0,0
3300 S @ 3174 E,1,0
Richmond St @ 2917 S,4,0
Redwood Rd @ 7899 S,3,0
3300 S @ 2930 E,2,0
Lake Park Blvd @ 4788 W,0,0
Redwood Junction Station,161,0
4980 W @ 4869 S,1,0
Chipeta Way / Colorow Way,40,0
400 S @ 1049 W,7,0
3200 W @ 4061 S,15,0
3900 S @ 2225 E,6,0
3200 W @ 8377 S,0,0
700 E @ 1316 S,0,0
1700 S @ 1799 E,0,0
Greenwood Ter / 900 S,9,0
Dixie Dr @ 6348 S,0,0
900 E / Garfield Ave,6,0
900 E / Charlton Cir,6,0
900 E / Yale Ave,6,0
Dupont Ave @ 1290 W,0,0
3500 E @ 8100 S,0,0
6200 S @ 4653 W,4,0
Highland Dr @ 9265 S,8,0
3600 W / Great Lakes Dr,3,0
2100 E / 1700 S,10,0
200 S / 1000 E,84,0
3200 W @ 6199 S,1,0
Highland Dr @ 4050 S,0,0
Columbus Center,29,1
Vine St @ 44 W,13,0
9400 S @ 2215 E,0,0
Balsa Ave @ 5523 W,1,0
3rd Ave / P St,10,0
2100 E @ 1493 S,11,0
1300 E @ 6120 S,3,0
Union Park Ave @ 7175 S,8,0
North Temple St @ 2090 W,0,0
Highland Dr @ 7411 S,14,0
Salt Lake International Airport,0,0
Sandy Pkwy / 8700 S,0,0
Constitution Blvd @ 4031 S,1,0
500 E / 4500 S,29,0
6200 S / 5700 W,104,0
900 E / 4000 S,7,0
2700 W @ 5928 S,0,0
3500 E @ 8077 S,0,0
Fort Union Blvd @ 885 E,19,0
Sandy Pkwy / Allen St,2,0
Main St / 200 N,11,0
2700 W @ 4345 S,3,0
3100 S @ 4610 W,0,0
1100 E @ 909 S,3,0
9150 W / 2900 S,2,0
3100 S @ 4617 W,2,0
4100 S @ 5340 W,0,0
4000 W @ 4600 S,7,0
2700 W @ 8000 S,0,0
4100 S @ 3610 W,2,0
3900 S @ 1881 E,3,0
900 E / 4125 S,5,0
Cougar Ln @ 6221 S,14,0
2300 E @ 4001 S,0,0
1300 E @ 3824 S,1,0
Murray Holladay Rd @ 2160 E,3,0
2100 S / 1200 E,43,0
2300 E @ 3431 S,2,0
Grizzly Way @ 8731 S,0,0
State St @ 7087 S,6,0
3900 S @ 2410 E,0,0
4800 W @ 3416 S,1,0
2700 W @ 7810 S,0,0
Redwood Rd @ 9570 S,0,0
State St @ 6098 S,3,0
Starcrest Dr @ 698 N,2,0
Winchester Dr @ 1198 W,2,0
Highland Dr @ 2230 S,8,0
1300 E @ 1165 S,8,0
4980 W @ 4983 S,2,0
3650 S / 3400 W,8,0
South Temple / 500 E / F St,42,0
Fort Union Blvd @ 671 E,8,0
Highland Dr @ 2440 S,1,0
1000 N / 1200 W,1,0
Center St @ 177 W,0,0
2700 W @ 6867 S,0,0
Fort Union Blvd @ 1701 E,1,0
Cougar Ln @ 5576 S,1,0
2000 E @ 2710 S,0,0
2200 W @ 238 N,0,0
3500 S / 8150 W,2,0
Rustler Lodge (Down),15,0
3300 S @ 198 E,13,0
Highland Dr @ 8620 S,1,0
7000 S @ 5305 W,1,0
500 E / Harvard Ave,18,0
11th Ave / E St,0,0
900 E / Kingsmill Ln,6,0
2200 W @ 843 N,0,0
1730 S @ 5381 W,1,0
1700 S @ 1264 E,8,0
900 E / 3385 S,4,0
State St @ 5905 S,20,0
2100 S @ 407 E,0,0
4700 S @ 1685 W,28,0
2nd Ave / Canyon Rd,13,0
Redwood Rd @ 2910 S,10,0
800 S / 200 W for 900 South St,0,0
200 S / 700 E,108,0
4100 S @ 4983 W,5,0
3200 W @ 4338 S,0,0
Amelia Earhart Dr @ 5950 W,0,0
Lake Park Blvd @ 2473 S,0,0
Sams Blvd @ 4120 W,0,0
6200 S @ 2157 E,0,0
Parkway Blvd @ 3150 W,0,0
State St @ 3980 S,20,0
2300 E @ 3712 S,0,0
4800 W @ 9049 S,0,0
800 S / 500 E,53,0
Redwood Rd @ 6902 S,4,0
100 S @ 1298 E,5,0
3500 S / 4600 W,0,0
1700 S @ 1079 E,11,0
2nd Ave / D St,8,0
3100 S @ 3061 W,1,0
1st Ave / B St,3,0
3500 S @ 8927 W,3,0
Fort Union Blvd @ 1857 E,3,0
1300 E @ 3310 S,17,0
Redwood Rd @ 9412 S,1,0
2700 W @ 6771 S,0,0
Foothill Dr @ 1187 S,2,0
Highland Dr @ 7796 S,0,0
900 E / 2100 S,147,0
Monroe St @ 8130 S,0,0
3300 S @ 2210 E,3,0
900 W / Fayette Ave,0,0
700 E @ 4490 S,0,0
3900 S @ 2059 E,5,0
200 E @ 279 S,0,1
Highland Dr @ 4435 S,22,0
3200 W @ 5601 S,0,0
2700 W @ 5283 S,2,0
400 S / 200 E for Library Stn,0,1
3200 W @ 7347 S,0,0
Parleys Way @ 2691 E,0,0
Sams Blvd @ 4159 W,0,0
11th Ave / Terrace Hills Dr,0,0
3300 S @ 2835 E,10,0
4800 W @ 4248 S,0,0
Dixie Dr @ 6260 S,5,0
4000 W @ 3850 S,0,0
3500 S / 4400 W,15,0
800 W / 700 S,12,0
1700 S @ 520 E,5,0
4130 W @ 1775 S,0,0
4700 S @ 4521 W,4,0
Millcreek Station,775,0
400 S @ 1179 W,6,0
Little Cottonwood Rd @ 3125 E,4,0
500 E / Downington Ave,7,0
4800 W @ 3930 S,0,0
3300 S @ 1705 E,4,0
Redwood Rd @ 934 S,1,0
4000 W @ 4205 S,1,0
Wasatch Blvd @ 4280 S,5,0
4100 S @ 3991 W,16,0
Highland Dr @ 6800 S,0,0
Highland Dr @ 9145 S,6,0
Holladay Blvd. @ 5270 S,0,0
500 E / Joye St,4,0
3200 W @ 4458 S,1,0
Fort Union Blvd @ 1000 E,4,0
State St @ 4540 S,16,0
4800 W @ 3180 S,1,0
4000 W @ 4605 S,27,0
3850 W @ 2480 S,0,0
500 E / Cleveland Ave,9,0
2100 S @ 5 W,17,0
Highland Dr @ 2291 S,2,0
4100 S @ 3570 W,5,0
Grizzly Way @ 7227 S,0,0
4700 S @ 3395 W,3,0
Highland Dr @ 6360 S,1,0
Cougar Ln @ 6872 S,1,0
5400 S / 2200 W,14,0
1820 S / 3350 W,4,0
Centennial Pkwy @ 10048 S,0,0
10600 S @ 287 E,0,0
1300 E @ 5185 S,1,0
2000 E @ 2930 S,0,0
4700 S @ 4975 W,4,0
State St @ 1050 S,44,0
State St @ 3925 S,60,0
Bengal Blvd @ 2988 E,0,0
Little Cottonwood Rd @ 2580 E,3,0
4000 W @ 8441 S,3,0
Highland Dr @ 3525 S,2,0
900 E / Sugarmont Dr and Stn,29,0
1200 W @ 853 N,5,0
1700 S @ 90 W,3,0
State St @ 4721 S,1,0
2300 E @ 6598 S,0,0
Catherine Street @ 565 N,4,0
Holladay Blvd @ 5385 S,0,0
Monroe St @ 8372 S,2,0
American Beauty Dr @ 1070 N,0,0
9000 S @ 843 E,0,0
4100 S @ 4099 W,7,0
U South Campus Station,76,0
Morton Dr @ 1854 W,2,0
Virginia St / 11th Ave,2,0
4800 W @ 3120 S,4,0
Redwood Rd @ 6425 S,1,0
900 E / Scott Ave,7,0
Grizzly Way @ 8750 S,1,0
2700 W @ 6971 S,0,0
2300 E @ 6271 S,0,0
Wasatch Dr @ 6513 S,0,0
4700 S @ 5410 W,1,0
Highland Dr @ 5912 S,0,0
1300 E @ 5941 S,1,0
State St @ 5200 S,5,0
2700 W @ 4346 S,0,0
North Temple / 300 W,100,1
Main St / Hillside Ave,1,0
4700 S @ 3698 W,2,0
1500 E @ 1080 S,0,0
Highland Dr @ 3687 S,18,0
Redwood Rd @ 4366 S,0,0
State St @ 4824 S,8,0
3500 S / Patrick Dr,2,0
State St @ 9044 S,2,0
1300 E @ 6775 S,0,0
State St @ 5685 S,1,0
5600 W @ 4500 S,1,0
Redwood Rd @ 9024 S,4,0
Dixie Dr @ 6741 S,3,0
2700 W @ 4184 S,1,0
3900 S @ 54 W,3,0
3900 S @ 677 E,28,0
3300 S @ 2608 E,1,0
3200 W @ 5936 S,0,0
5400 S / Copper City Dr,4,0
2100 E / Laird Ave,22,0
Wasatch Blvd @ 8551 S,1,0
900 E / 300 S,18,0
3900 S @ 798 E,2,0
State St @ 8999 S,3,0
6235 S @ 1370 W,0,0
3900 S @ 201 E,16,0
300 W / Lucy Ave for 1300 S,0,0
1300 E @ 6198 S,0,0
Redwood Rd / North Temple,90,0
500 E @ 2015 S,17,0
Main St / North Temple,34,1
4700 S @ 1305 W,2,0
Redwood Rd @ 9593 S,1,0
Greenwood Ter / Sunnyside Ave,4,0
Grizzly Way @ 7366 S,1,0
5600 W @ 4307 S,15,0
1200 W @ 685 N,3,0
3200 W @ 4425 S,1,0
Meadowbrook Expwy @ 720 W,37,0
3300 S @ 490 E,31,0
2200 W @ 245 N,0,0
2100 S / 900 E,109,0
4000 W @ 3779 S,0,0
100 S / 900 E,112,0
1300 E @ 5455 S,2,0
1300 E @ 6430 S,0,0
River Front Pkwy @ 10749 S,9,0
1500 W @ 1003 N,4,0
Main St / 4500 S,17,0
Holladay Blvd @ 4833 S,1,0
Wasatch Blvd @ 8590 S,4,0
2100 S @ 601 E,12,0
3100 S @ 2928 W,0,0
2000 E @ 2989 S,0,0
5400 S / 5420 W,0,0
2700 W @ 5485 S,0,0
State St @ 2363 S,4,0
Foothill Dr @ 1810 S,0,0
Lake Park Blvd @ 4255 W,0,0
3900 S @ 910 E,18,0
500 E / Kensington Ave,19,0
Cottonwood Pkwy @ 2890 E,1,0
Redwood Rd @ 5480 S,24,0
3300 S @ 3298 E,3,0
2300 E @ 4288 S,0,0
Lake Park Blvd @ 2476 S,0,0
700 W @ 3494 S,1,0
4500 S @ 2381 E,0,0
4420 W @ 4864 S,2,0
Edgehill St @ 2808 S,0,0
American Beauty Dr @ 1186 N,2,0
1900 E @ 1575 S,1,0
4700 S @ 1171 W,9,0
4000 W @ 4390 S,1,0
3000 E @ 6531 S,8,0
4100 S @ 4412 W,0,0
1300 E @ 5355 S,1,0
Redwood Rd / 900 N,13,0
3500 S @ 3492 W,18,0
2700 W @ 6387 S,0,0
3200 W @ 5199 S,0,0
2700 W @ 6245 S,0,0
Meadowbrook Expwy @ 1151 W,24,0
4000 W @ 7860 S,0,0
900 E / Arrowhead Ln,2,0
3900 S @ 2880 E,0,0
2100 E / 1300 S,32,0
Amelia Earhart Dr @ 5401 W,0,0
Murray Holladay Rd @ 1366 E,5,0
Magna Main St / 8700 W,13,0
3300 S @ 1298 E,17,0
4100 S @ 4395 W,5,0
State St @ 1285 S,44,0
Albion Base,182,0
2000 E @ 3207 S,2,0
Grizzly Way @ 7093 S,0,0
Mandalay Rd @ 1560 N,7,0
Fort Union Blvd @ 844 E,7,0
500 E / 600 S,30,0
900 E / Stratford Ave,8,0
9091 S @ 1098 E,0,0
Main St / Edison Ave,0,0
Murray Blvd @ 4948 S,18,0
Redwood Rd @ 9545 S,0,0
Holladay Blvd @ 4963 S,0,0
1300 E @ 401 S,10,0
Highland Dr @ 5451 S,0,0
2700 W @ 6210 S,0,0
4700 S @ 3230 W,3,0
California Ave / Emery St,35,0
500 E / S-Line,66,0
400 S / 500 E,32,0
Monroe Blvd @ 8938 S,5,0
1700 S @ 116 E,18,0
Grizzly Way @ 7048 S,1,0
900 E / Belmont Ave,7,0
3300 S @ 984 W,25,0
Redwood Rd @ 9836 S,1,0
University Village East,2,0
200 S / 1300 E,117,0
South Temple / 400 E / C St,26,0
1300 E @ 4790 S,1,0
1300 E @ 4545 S,6,0
1700 S @ 407 E,2,0
3500 S / Lilloet St,2,0
Meadowbrook Expwy. @ 1320 W,16,0
Wakara Way / Chipeta Way,22,0
1300 N @ 1710 W,90,0
11th Ave / Cemetery Center St,0,0
3500 S / Toolson Dr,0,0
State St @ 6548 S,0,0
4000 W @ 3857 S,0,0
4800 W @ 4291 S,0,0
Grizzly Way @ 7826 S,2,0
1300 E @ 2466 S,3,0
Fort Union Blvd @ 305 E,0,0
2700 E @ 7350 S,0,0
9400 S @ 1108 E,2,0
3200 W @ 7487 S,0,0
State St @ 720 S,66,0
1300 E @ 1565 S,4,0
900 E / 700 S,19,0
3200 W @ 4265 S,0,0
Sandy Pkwy / 9000 S,13,0
900 E / 1700 S,29,0
3500 S / 4300 W,4,0
1300 E @ 1876 S,2,0
900 E / 400 S for 900 East Stn,0,0
4800 W @ 3845 S,0,0
200 S / 1100 E,118,0
Bengal Blvd @ 3455 E,1,0
2700 W @ 6102 S,0,0
900 E / Winchester St,18,0
Bennion Blvd @ 1652 W,8,0
Temple Drive @ 11072 S,0,0
3300 S @ 2290 E,8,0
Redwood Rd @ 3670 S,3,0
Redwood Rd @ 1515 S,4,0
3100 S / 8400 W,1,0
Parkway Blvd @ 2980 W,0,0
2700 W @ 7997 S,1,0
11400 S @ 1231 W,2,0
Dixie Dr @ 6588 S,1,0
South Temple / 1200 E / R St,0,0
4000 W @ 6028 S,2,0
Redwood Rd @ 4175 S,56,0
1300 E @ 4970 S,0,0
North Temple @ 1193 W,0,0
1300 E @ 1335 S,9,0
1900 E @ 1558 S,0,0
Fort Union Blvd @ 2725 E,1,0
1300 E @ 2705 S,20,0
4800 W @ 3550 S,4,0
3900 S @ 612 W,9,0
Redwood Rd @ 3298 S,3,0
3900 S @ 3077 E,15,0
3200 W @ 5517 S,1,0
River Front Pkwy @ 10996 S,2,0
Constitution Blvd @ 3662 S,0,0
3300 S @ 2710 E,1,0
4700 S @ 3980 W,13,0
2300 E @ 4279 S,0,0
3900 S @ 1880 E,0,0
1000 E @ 7415 S,3,0
1300 E @ 4450 S,0,0
1700 E @ 2005 S,0,0
2700 W @ 7346 S,0,0
Highland Dr @ 3820 S,0,0
Redwood Rd @ 8662 S,0,0
1300 E @ 3487 S,3,0
900 S / 1400 E,9,0
2300 E @ 3918 S,1,0
2700 W @ 4531 S,1,0
3300 S @ 2465 E,1,0
1900 E @ 901 S,1,0
4715 S @ 4036 W,21,0
River Front Pkwy @ 10995 S,0,0
1300 E @ 4650 S,1,0
3300 S @ 1460 E,19,0
Holladay Blvd. @ 5160 S,0,0
1820 S / 3600 W,2,0
900 E / Eastgate Rd,8,0
1500 W @ 1144 N,4,0
3100 S @ 2931 W,1,0
Highland Dr @ 4830 S,16,0
1950 W @ 299 N,11,0
900 S / Amanda Ave,11,0
Highland Dr @ 5610 S,0,0
4000 W @ 4267 S,3,0
State St / 150 S,478,1
Holladay Blvd @ 6002 S,0,0
Cougar Ln @ 6452 S,0,0
3300 S @ 1655 E,2,0
State St @ 2588 S,4,0
4100 S @ 3341 W,4,0
Amelia Earhart Dr @ 5850 W,0,0
Redwood Rd @ 9176 S,0,0
Navajo St / Indiana Ave,53,0
4800 W @ 4570 S,0,0
5400 S / Capitol Reef Dr,5,0
Van Winkle Expy @ 1291 E,2,0
Murray Holladay Rd @ 1868 E,5,0
900 E / 5600 S,59,0
Constitution Blvd @ 2761 S,0,0
North Campus / Federal Heights,7,0
4100 S @ 5130 W,0,0
12600 S @ 2468 W,0,0
Dixie Dr @ 6383 S,0,0
4500 S @ 3064 E,0,0
3100 S / 8800 W,6,0
3100 S @ 3366 W,0,0
California Ave / Concord St,31,0
Dupont Ave @ 1210 W,0,0
2200 W @ 995 N,0,0
Bengal Blvd @ 3450 E,0,0
300 N @ 1105 W,1,0
Highland Dr @ 3910 S,21,0
4700 S @ 1531 W,7,0
1300 E @ 9420 S,0,0
1500 E @ 1381 S,2,0
River Front Pkwy @ 11220 S,0,0
3500 S / 8400 W,133,0
Snowpine Lodge (Down),3,0
Mandalay Rd @ 1456 N,15,0
4500 S @ 2578 E,0,0
1300 E @ 673 S,30,0
500 S / VA Hospital,44,0
Cougar Lane @ 6007 S,3,0
Grizzly Way @ 8271 S,1,0
Redwood Rd @ 3980 S,16,0
Highland Dr @ 5911 S,3,0
3300 S @ 1095 W,5,0
Foothill Dr @ 1825 S,3,0
3600 W / Parkway Blvd,17,0
Redwood Rd @ 7450 S,0,0
Arapeen Dr / Sunnyside Ave,5,0
Foothill Dr @ 2050 S,0,0
Fort Union Blvd @ 720 E,7,0
Highland Dr @ 2111 S,10,0
Redwood Rd @ 705 S,2,0
American Beauty Dr @ 1320 N,0,0
300 N @ 703 W,2,0
4700 S @ 3045 W,2,0
